Date,Accident_Severity,Weather_Conditions,Road_Surface_Conditions,Light_Conditions,Vehicle_Type,Road_Type,Speed_limit,Number_of_Casualties,Number_of_Vehicles,Latitude,Longitude
2018-01-19 14:49:33.182121,Slight,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,30,2,2,54.5188,-1.1199
2018-01-21 13:35:35.023348,Slight,Raining + high winds,Flood over 3cm deep,Daylight,Pedal cycle,Dual carriageway,30,2,1,55.9799,-1.0465
2018-01-23 12:21:36.864576,Serious,Raining + high winds,Frost or ice,Darkness - lighting unknown,Car,Roundabout,30,2,2,53.557,-2.3009
2018-01-25 11:07:38.705803,Fatal,Raining + high winds,Dry,Daylight,Bus or coach,Single carriageway,30,4,2,57.5595,-1.5002
2018-01-27 09:53:40.547031,Slight,Fine no high winds,Dry,Darkness - lights lit,Pedal cycle,Dual carriageway,60,2,3,56.5905,-0.0705
2018-01-29 08:39:42.388258,Serious,Fine no high winds,Dry,Daylight,Car,Dual carriageway,60,2,3,55.1052,-1.7866
2018-01-31 07:25:44.229486,Slight,Unknown,Wet or damp,Daylight,Car,Single carriageway,30,5,2,50.4994,-2.9661
2018-02-02 06:11:46.070713,Slight,Fine + high winds,Dry,Daylight,Motorcycle,Single carriageway,30,3,2,55.2188,-1.0253
2018-02-04 04:57:47.911941,Slight,Fine no high winds,Dry,Daylight,Pedal cycle,Single carriageway,30,5,1,57.2926,-2.7606
2018-02-06 03:43:49.753168,Fatal,Fine no high winds,Wet or damp,Daylight,Van,Single carriageway,40,4,3,53.0356,1.3586
2018-02-08 02:29:51.594396,Slight,Fine no high winds,Dry,Darkness - lights lit,Bus or coach,Single carriageway,30,2,1,56.7051,-1.8531
2018-02-10 01:15:53.435623,Slight,Fog or mist,Frost or ice,Daylight,Car,Single carriageway,30,3,2,52.5053,1.0032
2018-02-12 00:01:55.276851,Slight,Fine no high winds,Dry,Daylight,Motorcycle,Dual carriageway,70,2,1,54.5608,-2.7595
2018-02-13 22:47:57.118078,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,60,2,2,55.1874,-2.9594
2018-02-15 21:33:58.959306,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,One way street,30,4,3,55.424,-0.607
2018-02-17 20:20:00.800533,Slight,Raining no high winds,Wet or damp,Daylight,Car,Dual carriageway,30,2,3,57.0604,0.2866
2018-02-19 19:06:02.641761,Slight,Fine + high winds,Dry,Daylight,Car,Single carriageway,30,1,2,51.877,-0.8828
2018-02-21 17:52:04.482988,Slight,Fine no high winds,Dry,Daylight,Goods vehicle,Roundabout,60,3,3,52.099,-2.7361
2018-02-23 16:38:06.324216,Slight,Fine + high winds,Snow,Daylight,Car,Roundabout,40,3,2,55.6323,-3.7916
2018-02-25 15:24:08.165443,Slight,Snowing no high winds,Dry,Daylight,Car,Single carriageway,30,1,1,51.4176,-0.5994
2018-02-27 14:10:10.006671,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Dual carriageway,60,4,2,53.7142,-3.2793
2018-03-01 12:56:11.847898,Slight,Fine no high winds,Wet or damp,Daylight,Goods vehicle,Slip road,30,2,1,50.1603,-2.1125
2018-03-03 11:42:13.689126,Serious,Fine no high winds,Dry,Daylight,Bus or coach,Single carriageway,30,2,2,51.1278,-0.2832
2018-03-05 10:28:15.530353,Slight,Fine + high winds,Wet or damp,Daylight,Car,One way street,30,3,3,55.4308,-3.4609
2018-03-07 09:14:17.371581,Serious,Raining no high winds,Dry,Darkness - lights lit,Car,Single carriageway,40,4,2,55.9797,-3.3001
2018-03-09 08:00:19.212808,Slight,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,30,4,2,50.9226,-3.6608
2018-03-11 06:46:21.054036,Slight,Fine + high winds,Dry,Daylight,Pedal cycle,Single carriageway,30,4,2,51.8217,1.4784
2018-03-13 05:32:22.895263,Slight,Fine no high winds,Wet or damp,Daylight,Motorcycle,Dual carriageway,30,2,3,50.7912,-1.8711
2018-03-15 04:18:24.736490,Slight,Fog or mist,Dry,Daylight,Car,Roundabout,20,4,2,53.4673,0.9819
2018-03-17 03:04:26.577718,Slight,Fine no high winds,Wet or damp,Daylight,Motorcycle,Slip road,60,1,3,51.0089,-2.3853
2018-03-19 01:50:28.418945,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,5,2,53.4984,0.1426
2018-03-21 00:36:30.260173,Slight,Raining no high winds,Dry,Daylight,Goods vehicle,Single carriageway,20,4,1,55.8568,-2.7951
2018-03-22 23:22:32.101400,Slight,Fine + high winds,Dry,Daylight,Car,Roundabout,50,5,2,55.4671,-1.2592
2018-03-24 22:08:33.942628,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,60,2,1,52.2437,0.5354
2018-03-26 20:54:35.783855,Slight,Raining + high winds,Wet or damp,Daylight,Car,Single carriageway,60,4,3,55.3901,0.4898
2018-03-28 19:40:37.625083,Slight,Fog or mist,Dry,Daylight,Car,Single carriageway,40,3,3,57.4217,0.3685
2018-03-30 18:26:39.466310,Slight,Fine no high winds,Snow,Darkness - lights lit,Pedal cycle,Dual carriageway,30,2,2,52.7802,0.5305
2018-04-01 17:12:41.307538,Serious,Unknown,Snow,Darkness - lights unlit,Car,Dual carriageway,60,1,3,52.633,-2.8369
2018-04-03 15:58:43.148765,Slight,Fine no high winds,Wet or damp,Darkness - lighting unknown,Goods vehicle,Single carriageway,50,1,2,54.5715,-1.3478
2018-04-05 14:44:44.989993,Serious,Fine no high winds,Dry,Darkness - no lighting,Bus or coach,Single carriageway,30,5,3,51.964,-1.3332
2018-04-07 13:30:46.831220,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Slip road,70,5,1,55.2126,0.8978
2018-04-09 12:16:48.672448,Slight,Raining + high winds,Wet or damp,Darkness - lights lit,Car,Dual carriageway,30,3,3,56.6581,-2.3671
2018-04-11 11:02:50.513675,Serious,Raining no high winds,Dry,Daylight,Car,Single carriageway,70,3,1,53.6745,1.1232
2018-04-13 09:48:52.354903,Serious,Fine no high winds,Dry,Darkness - lights lit,Bus or coach,Single carriageway,60,1,2,55.4361,-1.5206
2018-04-15 08:34:54.196130,Slight,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,50,4,2,55.2151,-0.3162
2018-04-17 07:20:56.037358,Slight,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,70,1,2,50.3093,-2.5211
2018-04-19 06:06:57.878585,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,60,1,1,51.4673,-1.7434
2018-04-21 04:52:59.719813,Serious,Raining + high winds,Dry,Daylight,Bus or coach,Single carriageway,30,3,2,57.1482,-0.0961
2018-04-23 03:39:01.561040,Slight,Fine + high winds,Wet or damp,Daylight,Car,Single carriageway,30,5,2,57.5111,-1.1799
2018-04-25 02:25:03.402268,Slight,Fine no high winds,Dry,Darkness - no lighting,Car,Dual carriageway,30,3,1,56.2435,1.1189
2018-04-27 01:11:05.243495,Slight,Snowing no high winds,Dry,Daylight,Car,Single carriageway,30,3,3,57.37,0.0542
2018-04-28 23:57:07.084723,Slight,Fine no high winds,Frost or ice,Daylight,Car,Dual carriageway,60,3,2,52.4492,-0.8958
2018-04-30 22:43:08.925950,Slight,Unknown,Dry,Darkness - no lighting,Goods vehicle,Single carriageway,30,1,3,51.9817,0.8767
2018-05-02 21:29:10.767178,Slight,Raining no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,4,3,53.0744,-0.3394
2018-05-04 20:15:12.608405,Slight,Raining no high winds,Dry,Daylight,Goods vehicle,Single carriageway,40,1,2,50.4427,-0.4397
2018-05-06 19:01:14.449633,Serious,Fine no high winds,Frost or ice,Daylight,Motorcycle,One way street,60,2,2,56.479,-2.645
2018-05-08 17:47:16.290860,Slight,Raining + high winds,Wet or damp,Daylight,Motorcycle,Roundabout,20,3,1,57.8734,-1.8283
2018-05-10 16:33:18.132088,Slight,Fine no high winds,Wet or damp,Darkness - no lighting,Motorcycle,Single carriageway,30,3,1,56.5922,-0.2418
2018-05-12 15:19:19.973315,Serious,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,30,2,2,54.4398,0.9049
2018-05-14 14:05:21.814543,Serious,Fine no high winds,Dry,Daylight,Car,Dual carriageway,50,3,3,52.3623,-2.2645
2018-05-16 12:51:23.655770,Slight,Raining no high winds,Dry,Daylight,Motorcycle,Slip road,30,3,1,51.5816,-2.8148
2018-05-18 11:37:25.496998,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,50,3,1,52.9125,-0.7347
2018-05-20 10:23:27.338225,Slight,Raining no high winds,Dry,Darkness - lights unlit,Motorcycle,Dual carriageway,30,2,2,55.3358,-3.6304
2018-05-22 09:09:29.179452,Slight,Raining + high winds,Dry,Daylight,Car,Single carriageway,30,1,2,53.5765,-0.07
2018-05-24 07:55:31.020680,Slight,Fine no high winds,Snow,Darkness - lights lit,Pedal cycle,Single carriageway,70,3,2,57.4725,-0.1327
2018-05-26 06:41:32.861907,Slight,Raining no high winds,Dry,Daylight,Motorcycle,Slip road,20,4,2,56.8338,-2.0477
2018-05-28 05:27:34.703135,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,2,1,50.8192,0.9097
2018-05-30 04:13:36.544362,Slight,Raining + high winds,Dry,Darkness - lights unlit,Car,Single carriageway,20,5,1,51.0522,-1.238
2018-06-01 02:59:38.385590,Slight,Fine + high winds,Dry,Daylight,Bus or coach,Single carriageway,40,2,1,55.4099,-0.4483
2018-06-03 01:45:40.226817,Slight,Fine no high winds,Frost or ice,Daylight,Goods vehicle,Dual carriageway,40,1,3,51.8461,-2.8473
2018-06-05 00:31:42.068045,Slight,Raining no high winds,Dry,Daylight,Car,Dual carriageway,30,2,1,56.3282,-1.7046
2018-06-06 23:17:43.909272,Slight,Fine no high winds,Dry,Darkness - lights lit,Pedal cycle,Single carriageway,30,5,1,54.7309,0.7433
2018-06-08 22:03:45.750500,Slight,Fine no high winds,Wet or damp,Daylight,Car,One way street,30,4,2,51.8386,-2.8288
2018-06-10 20:49:47.591727,Serious,Fine + high winds,Dry,Darkness - no lighting,Car,Single carriageway,50,5,1,53.8295,-1.8518
2018-06-12 19:35:49.432955,Slight,Fine no high winds,Dry,Darkness - lights lit,Pedal cycle,Single carriageway,60,2,1,53.2486,-2.2506
2018-06-14 18:21:51.274182,Serious,Fine no high winds,Dry,Darkness - no lighting,Pedal cycle,One way street,40,5,1,56.9853,-3.1689
2018-06-16 17:07:53.115410,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Motorcycle,Single carriageway,40,2,2,50.2573,-2.4066
2018-06-18 15:53:54.956637,Slight,Fine + high winds,Flood over 3cm deep,Daylight,Goods vehicle,Single carriageway,30,4,1,57.1668,-2.7198
2018-06-20 14:39:56.797865,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,30,4,1,55.2167,1.0798
2018-06-22 13:25:58.639092,Slight,Fine no high winds,Dry,Daylight,Goods vehicle,Roundabout,30,1,3,55.9003,0.0759
2018-06-24 12:12:00.480320,Slight,Raining no high winds,Wet or damp,Darkness - no lighting,Car,Single carriageway,30,4,3,50.0209,-2.2614
2018-06-26 10:58:02.321547,Serious,Fine + high winds,Dry,Darkness - lights lit,Car,One way street,30,3,3,55.0259,0.1984
2018-06-28 09:44:04.162775,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Dual carriageway,40,5,3,54.7079,-3.8782
2018-06-30 08:30:06.004002,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,40,5,2,54.2976,-1.1041
2018-07-02 07:16:07.845230,Slight,Fine no high winds,Dry,Daylight,Car,Dual carriageway,70,2,3,56.2869,-2.6232
2018-07-04 06:02:09.686457,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,4,1,54.447,-3.3712
2018-07-06 04:48:11.527685,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,50,1,3,56.8568,0.8607
2018-07-08 03:34:13.368912,Slight,Raining no high winds,Frost or ice,Daylight,Car,Dual carriageway,60,1,2,51.8611,-2.9036
2018-07-10 02:20:15.210140,Slight,Raining no high winds,Dry,Darkness - lights lit,Motorcycle,Slip road,40,1,3,56.4479,0.5232
2018-07-12 01:06:17.051367,Fatal,Raining no high winds,Dry,Daylight,Car,Single carriageway,30,3,3,51.4345,-1.7273
2018-07-13 23:52:18.892595,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,30,4,2,56.5049,-3.9214
2018-07-15 22:38:20.733822,Slight,Raining + high winds,Dry,Daylight,Bus or coach,Single carriageway,20,1,2,57.5237,0.0289
2018-07-17 21:24:22.575050,Slight,Fine no high winds,Wet or damp,Daylight,Pedal cycle,Single carriageway,30,3,2,52.6856,-0.72
2018-07-19 20:10:24.416277,Slight,Unknown,Dry,Darkness - lighting unknown,Bus or coach,Single carriageway,60,5,2,54.2391,-2.1071
2018-07-21 18:56:26.257505,Slight,Raining no high winds,Wet or damp,Daylight,Car,Single carriageway,20,2,2,55.2666,-2.4515
2018-07-23 17:42:28.098732,Slight,Fine no high winds,Dry,Daylight,Bus or coach,Dual carriageway,30,4,2,50.6358,-3.5947
2018-07-25 16:28:29.939959,Slight,Raining no high winds,Dry,Daylight,Car,Single carriageway,60,4,1,53.9526,1.1778
2018-07-27 15:14:31.781187,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,60,5,3,52.8847,-1.2831
2018-07-29 14:00:33.622414,Slight,Raining no high winds,Dry,Daylight,Car,Roundabout,40,4,3,56.9796,-3.5296
2018-07-31 12:46:35.463642,Serious,Fine no high winds,Dry,Daylight,Goods vehicle,Roundabout,50,4,2,57.0134,0.7777
2018-08-02 11:32:37.304869,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,30,4,2,55.6062,-2.4664
2018-08-04 10:18:39.146097,Slight,Raining + high winds,Dry,Daylight,Car,Single carriageway,30,4,1,55.2458,-2.8802
2018-08-06 09:04:40.987324,Slight,Fine no high winds,Wet or damp,Daylight,Car,Dual carriageway,30,3,1,55.8695,-2.4548
2018-08-08 07:50:42.828552,Fatal,Raining + high winds,Dry,Darkness - lights lit,Goods vehicle,Single carriageway,40,3,2,52.9279,-0.8949
2018-08-10 06:36:44.669779,Slight,Fine no high winds,Dry,Darkness - no lighting,Motorcycle,Single carriageway,70,2,1,53.2362,-3.5927
2018-08-12 05:22:46.511007,Slight,Raining no high winds,Dry,Daylight,Car,Dual carriageway,30,4,1,54.4296,-1.3503
2018-08-14 04:08:48.352234,Fatal,Raining no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,40,5,2,57.5042,0.9266
2018-08-16 02:54:50.193462,Serious,Fine no high winds,Dry,Darkness - no lighting,Car,Single carriageway,30,1,2,55.792,-2.9651
2018-08-18 01:40:52.034689,Serious,Fine no high winds,Wet or damp,Daylight,Motorcycle,Single carriageway,40,2,2,54.4079,-2.1785
2018-08-20 00:26:53.875917,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,20,1,2,56.1633,-1.8213
2018-08-21 23:12:55.717144,Slight,Fine no high winds,Wet or damp,Daylight,Goods vehicle,Single carriageway,30,1,3,52.9671,-0.7758
2018-08-23 21:58:57.558372,Serious,Fine no high winds,Dry,Darkness - lights unlit,Car,Slip road,60,4,3,55.8437,1.0559
2018-08-25 20:44:59.399599,Serious,Raining no high winds,Wet or damp,Darkness - lights lit,Motorcycle,Single carriageway,40,5,2,53.2854,-1.83
2018-08-27 19:31:01.240827,Slight,Fog or mist,Wet or damp,Darkness - lights unlit,Car,Single carriageway,40,1,1,52.2373,-3.6197
2018-08-29 18:17:03.082054,Slight,Raining + high winds,Snow,Darkness - lights lit,Car,Single carriageway,30,1,2,54.8778,-2.0863
2018-08-31 17:03:04.923282,Slight,Fine + high winds,Dry,Daylight,Car,One way street,30,2,3,55.495,-2.9545
2018-09-02 15:49:06.764509,Serious,Fine + high winds,Dry,Darkness - lights unlit,Car,Single carriageway,30,5,1,53.6743,-0.4152
2018-09-04 14:35:08.605737,Slight,Raining no high winds,Dry,Daylight,Car,Single carriageway,60,5,3,54.524,-3.8391
2018-09-06 13:21:10.446964,Slight,Fine no high winds,Wet or damp,Daylight,Goods vehicle,Roundabout,70,1,2,55.5525,-2.3944
2018-09-08 12:07:12.288192,Slight,Fog or mist,Dry,Darkness - lights lit,Car,Single carriageway,30,5,3,56.1417,-1.0015
2018-09-10 10:53:14.129419,Slight,Raining no high winds,Wet or damp,Darkness - lights lit,Motorcycle,Single carriageway,30,2,3,57.1646,-2.4747
2018-09-12 09:39:15.970647,Slight,Raining no high winds,Dry,Darkness - no lighting,Goods vehicle,Single carriageway,60,2,3,52.8364,-0.9695
2018-09-14 08:25:17.811874,Slight,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,30,2,1,57.6118,-3.3691
2018-09-16 07:11:19.653102,Slight,Fine no high winds,Dry,Darkness - lights lit,Bus or coach,Single carriageway,40,4,3,55.0982,1.1854
2018-09-18 05:57:21.494329,Slight,Fine no high winds,Snow,Darkness - lights lit,Motorcycle,Dual carriageway,30,1,1,56.3016,-2.4
2018-09-20 04:43:23.335557,Slight,Raining + high winds,Wet or damp,Daylight,Car,Single carriageway,60,5,2,55.5982,1.0765
2018-09-22 03:29:25.176784,Slight,Fine no high winds,Snow,Daylight,Goods vehicle,Dual carriageway,40,2,2,51.6446,-2.2079
2018-09-24 02:15:27.018012,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,60,1,3,50.5715,0.3001
2018-09-26 01:01:28.859239,Slight,Unknown,Wet or damp,Daylight,Motorcycle,Single carriageway,60,1,1,55.8103,-2.646
2018-09-27 23:47:30.700466,Slight,Fine no high winds,Wet or damp,Darkness - lighting unknown,Bus or coach,Single carriageway,30,4,2,54.0884,-0.3163
2018-09-29 22:33:32.541694,Slight,Fine no high winds,Dry,Darkness - lights lit,Car,One way street,60,5,1,55.6177,-2.2196
2018-10-01 21:19:34.382921,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Single carriageway,60,5,1,53.8147,-1.1996
2018-10-03 20:05:36.224149,Slight,Raining no high winds,Snow,Darkness - lighting unknown,Car,Dual carriageway,30,2,3,52.4979,-0.294
2018-10-05 18:51:38.065376,Fatal,Fog or mist,Frost or ice,Daylight,Goods vehicle,Single carriageway,30,2,3,52.2801,-0.7611
2018-10-07 17:37:39.906604,Slight,Fine no high winds,Wet or damp,Darkness - lights lit,Pedal cycle,Single carriageway,20,1,1,55.8443,-0.8305
2018-10-09 16:23:41.747831,Serious,Raining + high winds,Dry,Daylight,Car,Single carriageway,40,5,1,52.2142,-3.6388
2018-10-11 15:09:43.589059,Slight,Fine no high winds,Dry,Darkness - no lighting,Motorcycle,Single carriageway,30,5,3,55.7174,-2.6301
2018-10-13 13:55:45.430286,Serious,Fog or mist,Snow,Daylight,Pedal cycle,Single carriageway,40,2,1,53.0717,-0.8549
2018-10-15 12:41:47.271514,Serious,Fine + high winds,Dry,Darkness - lights unlit,Car,Single carriageway,30,3,3,56.1672,-3.8993
2018-10-17 11:27:49.112741,Slight,Fine + high winds,Wet or damp,Daylight,Car,Dual carriageway,60,1,1,51.1425,-2.6215
2018-10-19 10:13:50.953969,Slight,Fine no high winds,Wet or damp,Daylight,Bus or coach,Single carriageway,30,5,3,51.6398,-2.7395
2018-10-21 08:59:52.795196,Slight,Snowing no high winds,Wet or damp,Darkness - lights lit,Goods vehicle,Dual carriageway,30,4,1,55.4873,-2.6258
2018-10-23 07:45:54.636424,Slight,Raining no high winds,Flood over 3cm deep,Daylight,Goods vehicle,Single carriageway,40,4,3,54.4818,-1.0541
2018-10-25 06:31:56.477651,Serious,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,40,3,1,51.631,-0.7992
2018-10-27 05:17:58.318879,Serious,Fine + high winds,Dry,Daylight,Car,Dual carriageway,30,2,2,57.2226,0.9995
2018-10-29 04:04:00.160106,Fatal,Fine no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,2,2,52.2076,-1.8768
2018-10-31 02:50:02.001334,Slight,Raining + high winds,Dry,Daylight,Car,Single carriageway,30,2,1,53.3686,1.0962
2018-11-02 01:36:03.842561,Serious,Fine no high winds,Dry,Daylight,Car,Dual carriageway,60,4,2,51.6183,-0.4143
2018-11-04 00:22:05.683789,Fatal,Raining no high winds,Dry,Daylight,Bus or coach,Roundabout,60,2,1,53.1042,1.0196
2018-11-05 23:08:07.525016,Slight,Fine no high winds,Wet or damp,Daylight,Car,Single carriageway,40,4,1,53.9332,0.5841
2018-11-07 21:54:09.366244,Slight,Fine no high winds,Snow,Daylight,Goods vehicle,Single carriageway,60,3,2,52.362,-0.2183
2018-11-09 20:40:11.207471,Serious,Fine no high winds,Dry,Daylight,Car,Roundabout,60,1,1,56.1527,-2.0414
2018-11-11 19:26:13.048699,Slight,Fine no high winds,Dry,Daylight,Motorcycle,Single carriageway,30,5,3,53.1515,-2.6739
2018-11-13 18:12:14.889926,Serious,Fine no high winds,Snow,Daylight,Car,Dual carriageway,70,3,1,55.8361,-2.7768
2018-11-15 16:58:16.731154,Slight,Fine no high winds,Dry,Daylight,Car,Single carriageway,60,4,1,51.6566,1.237
2018-11-17 15:44:18.572381,Serious,Raining no high winds,Dry,Darkness - no lighting,Car,Single carriageway,30,3,2,53.0163,1.2722
2018-11-19 14:30:20.413609,Slight,Fine no high winds,Dry,Daylight,Van,Dual carriageway,30,5,3,50.0645,-0.0134
2018-11-21 13:16:22.254836,Slight,Fine no high winds,Wet or damp,Daylight,Goods vehicle,Single carriageway,30,1,1,56.0691,0.8609
2018-11-23 12:02:24.096064,Slight,Raining no high winds,Dry,Darkness - lights lit,Car,Single carriageway,30,5,1,55.0071,1.0545
2018-11-25 10:48:25.937291,Serious,Fine no high winds,Snow,Daylight,Car,Single carriageway,60,4,1,56.5426,-1.1864
2018-11-27 09:34:27.778519,Serious,Fog or mist,Dry,Darkness - lights lit,Pedal cycle,Dual carriageway,40,5,1,53.6449,-0.5402
2018-11-29 08:20:29.619746,Slight,Raining + high winds,Dry,Daylight,Car,Dual carriageway,60,3,1,56.3979,-1.6969
2018-12-01 07:06:31.460973,Slight,Raining no high winds,Dry,Daylight,Car,Single carriageway,60,2,1,55.1807,-1.6983
2018-12-03 05:52:33.302201,Serious,Raining no high winds,Dry,Daylight,Motorcycle,Single carriageway,50,3,3,50.0289,-3.7886
2018-12-05 04:38:35.143428,Slight,Raining + high winds,Wet or damp,Darkness - lights lit,Van,Dual carriageway,50,4,3,52.0296,-1.614
2018-12-07 03:24:36.984656,Serious,Fine no high winds,Wet or damp,Darkness - lights lit,Car,Dual carriageway,20,1,1,53.9511,-0.2958
